epoch,dice_coef_multiclass,val_dice_coef_multiclass,
0, 0.8443, 0.8495
1, 0.8529, 0.8781
2, 0.8547, 0.8505
3, 0.8684, 0.8963
4, 0.9000, 0.9153
5, 0.9124, 0.8847
6, 0.9210, 0.9266
7, 0.9263, 0.9242
8, 0.9315, 0.9352
9, 0.9364, 0.9370
10, 0.9400, 0.9410
11, 0.9433, 0.9439
